method	path	controller	authentication	tenant_scope_evidence	authorization_evidence	mapping_conditions	deprecated	version	owner	usage	eol
OPTIONS	/api/workspaces/{id}/members/{userId}	ooo.klae.connex.backend.controllers.WorkspaceController#updateMemberRole	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AuthService#getCurrentUser:domain authorization; WorkspaceService#assignCustomRole:domain authorization; WorkspaceService#changeMemberRole:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/workspaces/{id}/switch	ooo.klae.connex.backend.controllers.WorkspaceController#switchWorkspace	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AuthService#getCurrentUser:domain authorization; WorkspaceCookie#set:domain authorization; WorkspaceService#rememberActive:domain authorization; WorkspaceService#requireMember:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/workspaces/{workspaceId}/roles	ooo.klae.connex.backend.controllers.RoleController#create	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AuthService#getCurrentUser:domain authorization; RoleService#createRole:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/workspaces/{workspaceId}/roles	ooo.klae.connex.backend.controllers.RoleController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AuthService#getCurrentUser:domain authorization; RoleService#listRoles:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/workspaces/{workspaceId}/roles/built-in	ooo.klae.connex.backend.controllers.RoleController#builtIn	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AuthService#getCurrentUser:domain authorization; RoleService#builtInRoles:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/workspaces/{workspaceId}/roles/{roleId}	ooo.klae.connex.backend.controllers.RoleController#delete	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AuthService#getCurrentUser:domain authorization; RoleService#deleteRole:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/workspaces/{workspaceId}/roles/{roleId}	ooo.klae.connex.backend.controllers.RoleController#update	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AuthService#getCurrentUser:domain authorization; RoleService#updateRole:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/workspaces/{workspaceId}/secret-store/diagnostics	ooo.klae.connex.backend.controllers.SecretStoreDiagnosticsController#workspaceDiagnostics	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AuthService#getCurrentUser:domain authorization; SecretStoreLifecycleService#diagnosticsForWorkspace:domain authorization; WorkspaceService#requirePermission:domain authorization; explicit:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/saml2/authenticate	Saml2WebSsoAuthenticationRequestFilter	permitAll; SSO enabled	no MVC workspace resolution	SAML relying-party registration	Spring default; registrationId path variable or query parameter; CSRF policy applies	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/saml2/authenticate/{registrationId}	Saml2WebSsoAuthenticationRequestFilter	permitAll; SSO enabled	no MVC workspace resolution	SAML relying-party registration	Spring default; registrationId path variable or query parameter; CSRF policy applies	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/api/ai/assistant/sessions/{id:\d+}	ooo.klae.connex.backend.controllers.AiAssistantController#update	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantService#update:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/api/ai/assistant/sessions/{id:\d+}/sharing	ooo.klae.connex.backend.controllers.AiAssistantController#setShared	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantService#setShared:AI_SESSION_SHARE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/api/ai/assistant/watches/{id}	ooo.klae.connex.backend.controllers.AiAssistantProactiveController#setWatchStatus	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiWatchService#setActive:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/api/auth/webauthn/credentials/{credentialId}	ooo.klae.connex.backend.controllers.WebAuthnController#renameCredential	authenticated	no MVC workspace resolution; domain scope if applicable	AuthService#getCurrentUser:domain authorization; SessionSecurityService#requireRecentAuthentication:domain authorization; WebAuthnService#rename:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/api/comments/{commentId}	ooo.klae.connex.backend.controllers.RecordCommentController#editComment	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	COMMENT_CREATE; RecordCommentService#editComment:COMMENT_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/api/login/oauth2/code/*	OAuth2LoginAuthenticationFilter	permitAll; OAuth state/code verification	no MVC workspace resolution; handler-owned scope	framework authentication protocol	filter/handshake route; CSRF policy and protocol validation apply	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/api/login/saml2/sso/{registrationId}	Saml2WebSsoAuthenticationFilter	permitAll; SSO enabled; signed solicited response	no MVC workspace resolution; handler-owned scope	framework authentication protocol	filter/handshake route; CSRF policy and protocol validation apply	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/api/oauth2/authorization/{registrationId}	OAuth2AuthorizationRequestRedirectFilter	permitAll; OAuth enabled	no MVC workspace resolution; handler-owned scope	framework authentication protocol	filter/handshake route; CSRF policy and protocol validation apply	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/api/orgs/{orgId}	ooo.klae.connex.backend.controllers.OrganizationController#rename	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AuthService#getCurrentUser:domain authorization; OrganizationService#rename:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/api/users/me	ooo.klae.connex.backend.controllers.UserController#updateCurrentUser	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AuthService#getCurrentUser:domain authorization; UserService#updateTimezone:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/api/users/me/locale	ooo.klae.connex.backend.controllers.UserController#updateCurrentUserLocale	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AuthService#getCurrentUser:domain authorization; UserService#updateLocale:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/api/workspaces/{id}	ooo.klae.connex.backend.controllers.WorkspaceController#updateIdentity	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AuthService#getCurrentUser:domain authorization; WorkspaceService#updateIdentity:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/api/workspaces/{id}/members/{userId}	ooo.klae.connex.backend.controllers.WorkspaceController#updateMemberRole	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AuthService#getCurrentUser:domain authorization; WorkspaceService#assignCustomRole:domain authorization; WorkspaceService#changeMemberRole:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/saml2/authenticate	Saml2WebSsoAuthenticationRequestFilter	permitAll; SSO enabled	no MVC workspace resolution	SAML relying-party registration	Spring default; registrationId path variable or query parameter; CSRF policy applies	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
PATCH	/saml2/authenticate/{registrationId}	Saml2WebSsoAuthenticationRequestFilter	permitAll; SSO enabled	no MVC workspace resolution	SAML relying-party registration	Spring default; registrationId path variable or query parameter; CSRF policy applies	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/account/connections/native/complete	ooo.klae.connex.backend.controllers.NativeConnectController#complete	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	NativeConnectService#complete:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/account/connections/native/prepare	ooo.klae.connex.backend.controllers.NativeConnectController#prepare	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	NativeConnectService#prepare:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/account/connections/native/{provider}/pairing	ooo.klae.connex.backend.controllers.NativeConnectController#createPairing	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	NativeConnectService#createPairing:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/account/connections/{provider}/authorize	ooo.klae.connex.backend.controllers.ProviderConnectionController#authorize	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ProviderConnectionService#beginAuthorization:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/account/connections/{provider}/captured/{interactionId}/approve	ooo.klae.connex.backend.controllers.ProviderCaptureController#approve	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ProviderCaptureReviewService#approve:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/account/connections/{provider}/pause	ooo.klae.connex.backend.controllers.ProviderConnectionController#pause	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ProviderConnectionService#pause:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/account/connections/{provider}/resume	ooo.klae.connex.backend.controllers.ProviderConnectionController#resume	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ProviderConnectionService#resume:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/account/connections/{provider}/reviews/{reviewId}	ooo.klae.connex.backend.controllers.ProviderCaptureController#decide	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ProviderCaptureReviewService#decide:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/account/connections/{provider}/sync	ooo.klae.connex.backend.controllers.ProviderCaptureController#sync	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ProviderCapturePolicyService#queueCurrent:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/activities	ooo.klae.connex.backend.controllers.ActivityController#createActivity	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ActivityService#create:ACTIVITY_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions	ooo.klae.connex.backend.controllers.AiAssistantController#create	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantService#create:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/retained	ooo.klae.connex.backend.controllers.AiAssistantController#pageRetained	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantService#pageRetained:AI_SESSION_ADMIN	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/scope-preview	ooo.klae.connex.backend.controllers.AiAssistantController#previewScope	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantTurnService#previewScope:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/{id:\d+}/attachments	ooo.klae.connex.backend.controllers.AiAssistantController#uploadAttachment	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiChatAttachmentService#upload:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[multipart/form-data];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/{id:\d+}/invitations	ooo.klae.connex.backend.controllers.AiAssistantController#invite	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantService#invite:AI_SESSION_SHARE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/{id:\d+}/join	ooo.klae.connex.backend.controllers.AiAssistantController#join	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantService#join:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/{id:\d+}/messages	ooo.klae.connex.backend.controllers.AiAssistantController#appendMessage	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantService#appendMessage:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/{id:\d+}/retained	ooo.klae.connex.backend.controllers.AiAssistantController#getRetained	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantService#getRetained:AI_SESSION_ADMIN	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/{id:\d+}/turns	ooo.klae.connex.backend.controllers.AiAssistantController#startTurn	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantTurnService#start:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/{sessionId:\d+}/tool-calls/retained	ooo.klae.connex.backend.controllers.AiAssistantController#listRetainedToolCalls	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantToolCallReadService#listRetained:AI_SESSION_ADMIN	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/{sessionId:\d+}/tool-calls/{toolCallId:\d+}/approve	ooo.klae.connex.backend.controllers.AiAssistantController#approveToolCall	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantWriteToolService#approve:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/{sessionId:\d+}/tool-calls/{toolCallId:\d+}/reject	ooo.klae.connex.backend.controllers.AiAssistantController#rejectToolCall	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantWriteToolService#reject:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/{sessionId:\d+}/tool-calls/{toolCallId:\d+}/retained	ooo.klae.connex.backend.controllers.AiAssistantController#getRetainedToolCall	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantToolCallReadService#getRetained:AI_SESSION_ADMIN	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/{sessionId:\d+}/tool-calls/{toolCallId:\d+}/undo	ooo.klae.connex.backend.controllers.AiAssistantController#undoToolCall	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantWriteToolService#undo:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/sessions/{sessionId:\d+}/turns/{turnId:\d+}/cancel	ooo.klae.connex.backend.controllers.AiAssistantController#cancelTurn	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantTurnService#cancel:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/assistant/watches	ooo.klae.connex.backend.controllers.AiAssistantProactiveController#createWatch	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiWatchService#create:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/ai/provider/zdr-attestation	ooo.klae.connex.backend.controllers.AiProviderConfigController#attestZeroDataRetention	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiProviderConfigService#attestZeroDataRetention:domain authorization; AuthService#getCurrentUser:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/api-credentials	ooo.klae.connex.backend.controllers.ApiCredentialController#issue	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	API_CREDENTIAL_MANAGE; ApiCredentialService#issue:API_CREDENTIAL_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/approval-policies	ooo.klae.connex.backend.controllers.ApprovalPolicyController#create	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ApprovalPolicyService#create:DOCUMENT_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/approval-policies/{id}/impact	ooo.klae.connex.backend.controllers.ApprovalPolicyController#impact	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ApprovalPolicyService#impact:DOCUMENT_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/attachments	ooo.klae.connex.backend.controllers.AttachmentController#createAttachment	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AttachmentService#create:ATTACHMENT_CREATE; AuthService#getCurrentUser:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/attachments/upload	ooo.klae.connex.backend.controllers.AttachmentController#uploadAttachment	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AttachmentService#upload:ATTACHMENT_CREATE; AuthService#getCurrentUser:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[multipart/form-data];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/attachments/upload-image	ooo.klae.connex.backend.controllers.AttachmentController#uploadInlineImage	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AttachmentService#uploadInlineImage:ATTACHMENT_CREATE; AuthService#getCurrentUser:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[multipart/form-data];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/attachments/{id}/quarantine	ooo.klae.connex.backend.controllers.AttachmentQuarantineController#quarantine	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AttachmentQuarantineService#quarantine:ATTACHMENT_QUARANTINE_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/attachments/{id}/release	ooo.klae.connex.backend.controllers.AttachmentQuarantineController#release	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AttachmentQuarantineService#release:ATTACHMENT_QUARANTINE_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/attachments/{id}/rescan	ooo.klae.connex.backend.controllers.AttachmentQuarantineController#rescan	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AttachmentQuarantineService#rescan:ATTACHMENT_QUARANTINE_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/attachments/{id}/tags/{tagId}	ooo.klae.connex.backend.controllers.AttachmentController#addTagToAttachment	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AttachmentService#addTag:ATTACHMENT_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/email-change/confirm	ooo.klae.connex.backend.controllers.EmailChangeController#confirm	permitAll	no MVC workspace resolution; domain scope if applicable	OneTimeLinkFlowCookie#clear:domain authorization; OneTimeLinkFlowService#consume:domain authorization	params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/email-change/exchange	ooo.klae.connex.backend.controllers.EmailChangeController#exchange	permitAll	no MVC workspace resolution; domain scope if applicable	EmailChangeService#exchangeToken:domain authorization; OneTimeLinkFlowCookie#set:domain authorization; OneTimeLinkFlowService#exchangeOwnerHash:domain authorization; OneTimeLinkFlowService#issue:domain authorization	params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/forgot-password	ooo.klae.connex.backend.controllers.AuthController#forgotPassword	permitAll	no MVC workspace resolution; domain scope if applicable	ClientIpResolver#resolve:domain authorization; PasswordResetService#requestReset:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/login	ooo.klae.connex.backend.controllers.AuthController#login	permitAll	no MVC workspace resolution; domain scope if applicable	AuthService#login:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/logout	LogoutFilter	CSRF; session invalidation	no MVC workspace resolution; handler-owned scope	framework authentication protocol	filter/handshake route; CSRF policy and protocol validation apply	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/register	ooo.klae.connex.backend.controllers.AuthController#register	permitAll	no MVC workspace resolution; domain scope if applicable	AuthService#login:domain authorization; AuthService#registerSelfService:domain authorization; ClientIpResolver#resolve:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/reset-password	ooo.klae.connex.backend.controllers.AuthController#resetPassword	permitAll	no MVC workspace resolution; domain scope if applicable	OneTimeLinkFlowCookie#clear:domain authorization; OneTimeLinkFlowService#consumePasswordReset:domain authorization; OneTimeLinkFlowService#require:domain authorization; PasswordResetService#resetPasswordByHash:domain authorization; PasswordResetService#screenForReset:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/reset-password/exchange	ooo.klae.connex.backend.controllers.AuthController#exchangeResetToken	permitAll	no MVC workspace resolution; domain scope if applicable	OneTimeLinkFlowCookie#set:domain authorization; OneTimeLinkFlowService#exchangeOwnerHash:domain authorization; OneTimeLinkFlowService#issue:domain authorization; PasswordResetService#exchangeToken:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
